,,,,0,0
24100, BBB_111, sender,4443,24.1,44430
24200, BBB_111, sender,4383,24.2,43830
24300, BBB_111, sender,4332,24.3,43320
24400, BBB_111, sender,4289,24.4,42890
24500, BBB_111, sender,4254,24.5,42540
24600, BBB_111, sender,4228,24.6,42280
24700, BBB_111, sender,4210,24.7,42100
24800, BBB_111, sender,4201,24.8,42010
24900, BBB_111, sender,4200,24.9,42000
25000, BBB_111, sender,4209,25,42090
25100, BBB_111, sender,4226,25.1,42260
25200, BBB_111, sender,4252,25.2,42520
25300, BBB_111, sender,4286,25.3,42860
25400, BBB_111, sender,4329,25.4,43290
25500, BBB_111, sender,4380,25.5,43800
25600, BBB_111, sender,4438,25.6,44380
25700, BBB_111, sender,4505,25.7,45050
25800, BBB_111, sender,4578,25.8,45780
25900, BBB_111, sender,4659,25.9,46590
26000, BBB_111, sender,4745,26,47450
26100, BBB_111, sender,4839,26.1,48390
26200, BBB_111, sender,4937,26.2,49370
26300, BBB_111, sender,5041,26.3,50410
26400, BBB_111, sender,5150,26.4,51500
26500, BBB_111, sender,5262,26.5,52620
26600, BBB_111, sender,5379,26.6,53790
26700, BBB_111, sender,5498,26.7,54980
26800, BBB_111, sender,5620,26.8,56200
26900, BBB_111, sender,5743,26.9,57430
27000, BBB_111, sender,5868,27,58680
27100, BBB_111, sender,6000,27.1,60000
27200, BBB_111, sender,6125,27.2,61250
27300, BBB_111, sender,6250,27.3,62500
27400, BBB_111, sender,6374,27.4,63740
27500, BBB_111, sender,6495,27.5,64950
27600, BBB_111, sender,6615,27.6,66150
27700, BBB_111, sender,6731,27.7,67310
27800, BBB_111, sender,6844,27.8,68440
27900, BBB_111, sender,6953,27.9,69530
28000, BBB_111, sender,7057,28,70570
28100, BBB_111, sender,7156,28.1,71560
28200, BBB_111, sender,7249,28.2,72490
28300, BBB_111, sender,7337,28.3,73370
28400, BBB_111, sender,7417,28.4,74170
28500, BBB_111, sender,7491,28.5,74910
28600, BBB_111, sender,7558,28.6,75580
28700, BBB_111, sender,7617,28.7,76170
28800, BBB_111, sender,7668,28.8,76680
28900, BBB_111, sender,7711,28.9,77110
29000, BBB_111, sender,7746,29,77460
29100, BBB_111, sender,7772,29.1,77720
29200, BBB_111, sender,7789,29.2,77890
29300, BBB_111, sender,7798,29.3,77980
29400, BBB_111, sender,7798,29.4,77980
29500, BBB_111, sender,7790,29.5,77900
29600, BBB_111, sender,7772,29.6,77720
29700, BBB_111, sender,7746,29.7,77460
29800, BBB_111, sender,7712,29.8,77120
29900, BBB_111, sender,7669,29.9,76690
30000, BBB_111, sender,7618,30,76180
30100, BBB_111, sender,7559,30.1,75590
30200, BBB_111, sender,7493,30.2,74930
30300, BBB_111, sender,7419,30.3,74190
30400, BBB_111, sender,7339,30.4,73390
30500, BBB_111, sender,7251,30.5,72510
30600, BBB_111, sender,7158,30.6,71580
30700, BBB_111, sender,7059,30.7,70590
30800, BBB_111, sender,6955,30.8,69550
30900, BBB_111, sender,6847,30.9,68470
31000, BBB_111, sender,6734,31,67340
31100, BBB_111, sender,6618,31.1,66180
31200, BBB_111, sender,6498,31.2,64980
31300, BBB_111, sender,6376,31.3,63760
31400, BBB_111, sender,6253,31.4,62530
31500, BBB_111, sender,6128,31.5,61280
31600, BBB_111, sender,6002,31.6,60020
31700, BBB_111, sender,5877,31.7,58770
31800, BBB_111, sender,5752,31.8,57520
31900, BBB_111, sender,5628,31.9,56280
32000, BBB_111, sender,5506,32,55060
32100, BBB_111, sender,5387,32.1,53870
32200, BBB_111, sender,5270,32.2,52700
32300, BBB_111, sender,5157,32.3,51570
32400, BBB_111, sender,5049,32.4,50490
32500, BBB_111, sender,4944,32.5,49440
32600, BBB_111, sender,4845,32.6,48450
32700, BBB_111, sender,4752,32.7,47520
32800, BBB_111, sender,4664,32.8,46640
32900, BBB_111, sender,4583,32.9,45830
33000, BBB_111, sender,4509,33,45090
33100, BBB_111, sender,4443,33.1,44430
33200, BBB_111, sender,4383,33.2,43830
33300, BBB_111, sender,4332,33.3,43320
33400, BBB_111, sender,4289,33.4,42890
33500, BBB_111, sender,4254,33.5,42540
33600, BBB_111, sender,4228,33.6,42280
33700, BBB_111, sender,4210,33.7,42100
33800, BBB_111, sender,4201,33.8,42010
33900, BBB_111, sender,4200,33.9,42000
34000, BBB_111, sender,4209,34,42090
34100, BBB_111, sender,4226,34.1,42260
34200, BBB_111, sender,4252,34.2,42520
34300, BBB_111, sender,4286,34.3,42860
34400, BBB_111, sender,4329,34.4,43290
34500, BBB_111, sender,4380,34.5,43800
34600, BBB_111, sender,4438,34.6,44380
34700, BBB_111, sender,4505,34.7,45050
34800, BBB_111, sender,4578,34.8,45780
34900, BBB_111, sender,4659,34.9,46590
35000, BBB_111, sender,4745,35,47450
35100, BBB_111, sender,4839,35.1,48390
35200, BBB_111, sender,4937,35.2,49370
35300, BBB_111, sender,5041,35.3,50410
35400, BBB_111, sender,5150,35.4,51500
35500, BBB_111, sender,5262,35.5,52620
35600, BBB_111, sender,5379,35.6,53790
35700, BBB_111, sender,5498,35.7,54980
35800, BBB_111, sender,5620,35.8,56200
35900, BBB_111, sender,5743,35.9,57430
